"","experiment","subject","item","condition","selection","selectCode"
"1258","third",5,22,"Treatment","Option 2",0
"1259","third",5,23,"Treatment","Option 1",1
"1260","third",5,24,"Treatment","Option 1",1
"1261","third",6,13,"Treatment","Option 1",1
"1262","third",6,14,"Treatment","Option 1",1
"1263","third",6,15,"Treatment","Option 2",0
"1264","third",6,16,"Treatment","Option 2",0
"1265","third",6,17,"Treatment","Option 2",0
"1266","third",6,18,"Treatment","Option 2",0
"1267","third",6,19,"Treatment","Option 2",0
"1268","third",6,20,"Treatment","Option 2",0
"1269","third",6,21,"Treatment","Option 2",0
"1270","third",6,22,"Treatment","Option 2",0
"1271","third",6,23,"Treatment","Option 2",0
"1272","third",6,24,"Treatment","Option 2",0
"1273","third",7,13,"Treatment","Option 2",0
"1274","third",7,14,"Treatment","Option 1",1
"1275","third",7,15,"Treatment","Option 2",0
"1276","third",7,16,"Treatment","Option 2",0
"1277","third",7,17,"Treatment","Option 2",0
"1278","third",7,18,"Treatment","Option 1",1
"1279","third",7,19,"Treatment","Option 2",0
"1280","third",7,20,"Treatment","Option 2",0
"1281","third",7,21,"Treatment","Option 2",0
"1282","third",7,22,"Treatment","Option 1",1
"1283","third",7,23,"Treatment","Option 2",0
"1284","third",7,24,"Treatment","Option 2",0
"1285","third",8,13,"Treatment","Option 2",0
"1286","third",8,14,"Treatment","Option 2",0
"1287","third",8,15,"Treatment","Option 1",1
"1288","third",8,16,"Treatment","Option 2",0
"1289","third",8,17,"Treatment","Option 2",0
"1290","third",8,18,"Treatment","Option 2",0
"1291","third",8,19,"Treatment","Option 2",0
"1292","third",8,20,"Treatment","Option 2",0
"1293","third",8,21,"Treatment","Option 1",1
"1294","third",8,22,"Treatment","Option 2",0
"1295","third",8,23,"Treatment","Option 2",0
"1296","third",8,24,"Treatment","Option 2",0
"1297","third",9,13,"Treatment","Option 1",1
"1298","third",9,14,"Treatment","Option 2",0
"1299","third",9,15,"Treatment","Option 2",0
"1300","third",9,16,"Treatment","Option 2",0
"1301","third",9,17,"Treatment","Option 2",0
"1302","third",9,18,"Treatment","Option 2",0
"1303","third",9,19,"Treatment","Option 2",0
"1304","third",9,20,"Treatment","Option 2",0
"1305","third",9,21,"Treatment","Option 2",0
"1306","third",9,22,"Treatment","Option 1",1
"1307","third",9,23,"Treatment","Option 2",0
"1308","third",9,24,"Treatment","Option 2",0
"1309","third",10,13,"Treatment","Option 1",1
"1310","third",10,14,"Treatment","Option 2",0
"1311","third",10,15,"Treatment","Option 1",1
"1312","third",10,16,"Treatment","Option 2",0
"1313","third",10,17,"Treatment","Option 2",0
"1314","third",10,18,"Treatment","Option 2",0
"1315","third",10,19,"Treatment","Option 1",1
"1316","third",10,20,"Treatment","Option 1",1
"1317","third",10,21,"Treatment","Option 2",0
"1318","third",10,22,"Treatment","Option 2",0
"1319","third",10,23,"Treatment","Option 1",1
"1320","third",10,24,"Treatment","Option 2",0
"1321","third",11,13,"Treatment","Option 2",0
"1322","third",11,14,"Treatment","Option 1",1
"1323","third",11,15,"Treatment","Option 2",0
"1324","third",11,16,"Treatment","Option 2",0
"1325","third",11,17,"Treatment","Option 2",0
"1326","third",11,18,"Treatment","Option 2",0
"1327","third",11,19,"Treatment","Option 2",0
"1328","third",11,20,"Treatment","Option 2",0
"1329","third",11,21,"Treatment","Option 1",1
"1330","third",11,22,"Treatment","Option 1",1
"1331","third",11,23,"Treatment","Option 1",1
"1332","third",11,24,"Treatment","Option 1",1
"1333","third",12,13,"Treatment","Option 2",0
"1334","third",12,14,"Treatment","Option 2",0
"1335","third",12,15,"Treatment","Option 2",0
"1336","third",12,16,"Treatment","Option 1",1
"1337","third",12,17,"Treatment","Option 1",1
"1338","third",12,18,"Treatment","Option 1",1
"1339","third",12,19,"Treatment","Option 2",0
"1340","third",12,20,"Treatment","Option 2",0
"1341","third",12,21,"Treatment","Option 2",0
"1342","third",12,22,"Treatment","Option 2",0
"1343","third",12,23,"Treatment","Option 2",0
"1344","third",12,24,"Treatment","Option 2",0
"1345","third",13,13,"Treatment","Option 2",0
"1346","third",13,14,"Treatment","Option 2",0
"1347","third",13,15,"Treatment","Option 2",0
"1348","third",13,16,"Treatment","Option 2",0
"1349","third",13,17,"Treatment","Option 2",0
"1350","third",13,18,"Treatment","Option 2",0
"1351","third",13,19,"Treatment","Option 2",0
"1352","third",13,20,"Treatment","Option 1",1
"1353","third",13,21,"Treatment","Option 1",1
"1354","third",13,22,"Treatment","Option 2",0
"1355","third",13,23,"Treatment","Option 2",0
"1356","third",13,24,"Treatment","Option 2",0
"1357","third",14,13,"Treatment","Option 2",0
"1358","third",14,14,"Treatment","Option 2",0
"1359","third",14,15,"Treatment","Option 2",0
"1360","third",14,16,"Treatment","Option 2",0
"1361","third",14,17,"Treatment","Option 2",0
"1362","third",14,18,"Treatment","Option 2",0
"1363","third",14,19,"Treatment","Option 2",0
"1364","third",14,20,"Treatment","Option 1",1
"1365","third",14,21,"Treatment","Option 2",0
"1366","third",14,22,"Treatment","Option 2",0
"1367","third",14,23,"Treatment","Option 1",1
"1368","third",14,24,"Treatment","Option 2",0
"1369","third",15,13,"Treatment","Option 2",0
"1370","third",15,14,"Treatment","Option 2",0
"1371","third",15,15,"Treatment","Option 1",1
"1372","third",15,16,"Treatment","Option 2",0
"1373","third",15,17,"Treatment","Option 2",0
"1374","third",15,18,"Treatment","Option 1",1
"1375","third",15,19,"Treatment","Option 2",0
"1376","third",15,20,"Treatment","Option 2",0
"1377","third",15,21,"Treatment","Option 2",0
"1378","third",15,22,"Treatment","Option 2",0
"1379","third",15,23,"Treatment","Option 2",0
"1380","third",15,24,"Treatment","Option 2",0
"1381","third",16,13,"Treatment","Option 2",0
"1382","third",16,14,"Treatment","Option 2",0
"1383","third",16,15,"Treatment","Option 2",0
"1384","third",16,16,"Treatment","Option 2",0
"1385","third",16,17,"Treatment","Option 1",1
"1386","third",16,18,"Treatment","Option 2",0
"1387","third",16,19,"Treatment","Option 2",0
"1388","third",16,20,"Treatment","Option 2",0
"1389","third",16,21,"Treatment","Option 1",1
"1390","third",16,22,"Treatment","Option 2",0
"1391","third",16,23,"Treatment","Option 2",0
"1392","third",16,24,"Treatment","Option 2",0
"1393","third",17,13,"Treatment","Option 2",0
"1394","third",17,14,"Treatment","Option 1",1
"1395","third",17,15,"Treatment","Option 2",0
"1396","third",17,16,"Treatment","Option 2",0
"1397","third",17,17,"Treatment","Option 1",1
"1398","third",17,18,"Treatment","Option 2",0
"1399","third",17,19,"Treatment","Option 2",0
"1400","third",17,20,"Treatment","Option 1",1
"1401","third",17,21,"Treatment","Option 2",0
"1402","third",17,22,"Treatment","Option 2",0
"1403","third",17,23,"Treatment","Option 2",0
"1404","third",17,24,"Treatment","Option 2",0
"1405","third",18,13,"Treatment","Option 2",0
"1406","third",18,14,"Treatment","Option 2",0
"1407","third",18,15,"Treatment","Option 2",0
"1408","third",18,16,"Treatment","Option 2",0
"1409","third",18,17,"Treatment","Option 2",0
"1410","third",18,18,"Treatment","Option 2",0
"1411","third",18,19,"Treatment","Option 2",0
"1412","third",18,20,"Treatment","Option 2",0
"1413","third",18,21,"Treatment","Option 2",0
"1414","third",18,22,"Treatment","Option 2",0
"1415","third",18,23,"Treatment","Option 2",0
"1416","third",18,24,"Treatment","Option 2",0
"1417","third",19,13,"Treatment","Option 2",0
"1418","third",19,14,"Treatment","Option 2",0
"1419","third",19,15,"Treatment","Option 2",0
"1420","third",19,16,"Treatment","Option 2",0
"1421","third",19,17,"Treatment","Option 1",1
"1422","third",19,18,"Treatment","Option 2",0
"1423","third",19,19,"Treatment","Option 1",1
"1424","third",19,20,"Treatment","Option 2",0
"1425","third",19,21,"Treatment","Option 2",0
"1426","third",19,22,"Treatment","Option 2",0
"1427","third",19,23,"Treatment","Option 1",1
"1428","third",19,24,"Treatment","Option 2",0
"1429","third",20,13,"Treatment","Option 2",0
"1430","third",20,14,"Treatment","Option 1",1
"1431","third",20,15,"Treatment","Option 2",0
"1432","third",20,16,"Treatment","Option 2",0
"1433","third",20,17,"Treatment","Option 2",0
"1434","third",20,18,"Treatment","Option 2",0
"1435","third",20,19,"Treatment","Option 1",1
"1436","third",20,20,"Treatment","Option 1",1
"1437","third",20,21,"Treatment","Option 2",0
"1438","third",20,22,"Treatment","Option 1",1
"1439","third",20,23,"Treatment","Option 2",0
"1440","third",20,24,"Treatment","Option 1",1
